brand,name,reviews.rating,reviews.text,reviews.title,combined_text,keyword_pos_great,keyword_pos_nice,keyword_pos_delicious,keyword_pos_excellent,keyword_pos_awesome,keyword_pos_fantastic,keyword_pos_favorite,keyword_pos_love,keyword_neg_isn,keyword_neg_never,keyword_neg_mistake,keyword_neg_disappointed,keyword_neg_not,keyword_neg_bad,keyword_neg_risk,keyword_neg_,review_label,sentiment_score,rating_label,matched_label
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love fresh feel smell lip,Refreshimg,love fresh feel smell lip refreshimg carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7579,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,wish would spf origin jar style,My favorite!,wish would spf origin jar style favorit carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,fabul balm chap lip cold sore,love lip balm,fabul balm chap lip cold sore love lip balm carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,stuff keep lip nice and soft protect,A little messy but worth it,stuff keep lip nice and soft protect littl messi worth carmex lip balm origin jar pk carmex,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.743,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,immedi repair chap lip use time,Works great for chapped lips!,immedi repair chap lip use time work great chap lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex jar daili home work love,carmex Jar,use carmex jar daili home work love carmex jar carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip balm buy give soft lip,Smooth lips,lip balm buy give soft lip smooth lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use sinc h yr ago never let dri,Never Chapped,use sinc h yr ago never let dri never chap carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great product carmex origin lip balm jar,Carwax is great,great product carmex origin lip balm jar carwax great carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,tri otherskeep come back best,Creamiest,tri otherskeep come back best creamiest carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,would buy recommend friend,Great product.,would buy recommend friend great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8689,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,grew use product alway work great,Classic favorite,grew use product alway work great classic favorit carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought make chap lip feel good,Love that it helps my lips,bought make chap lip feel good love help lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8689,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,alway use make lip soooooo softand kissabl,SOFT LIPS!,alway use make lip soooooo softand kissabl soft lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,make sure alway two jar hand time,It's magical,make sure alway two jar hand time magic carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6705,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,use lip start get dri help keep moist,No cracks,use lip start get dri help keep moist crack carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,heavi glass easi find feel great lip,Love the jar,heavi glass easi find feel great lip love jar carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,im alway put lip balm great purs,convenient works well,im alway put lip balm great purs conveni work well carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7351,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought ago love moistur,Works great!,bought ago love moistur work great carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,alway hand keep lip healthi smooth,Tells me what I need to know,alway hand keep lip healthi smooth tell need know carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4939,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product year happi,I always get this because my lips are always dry.,use product year happi alway get lip alway dri carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,stuff life saver stock winter,The best relief,stuff life saver stock winter best relief carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8074,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,one everi bag cant live without stuff,Love it!,one everi bag cant live without stuff love carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5216,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex use home jar great home use,For your home.,love carmex use home jar great home use home carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep around time bc help lip stay moist,Feels great on my lips.,keep around time bc help lip stay moist feel great lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7783,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use product year best thing market,Amazing product!,use product year best thing market amaz product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex product matter appli,really healing,love carmex product matter appli realli heal carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6486,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,tri everyth market best,Mr,tri everyth market best mr carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,thing bf need winter construct long,Winter Necessity,thing bf need winter construct long winter necess carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,rich creami lip balm goe smooth silki,Great Lip Balm,rich creami lip balm goe smooth silki great lip balm carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8271,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex year never fail,Works great and price is right!,use carmex year never fail work great price right carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1139,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,brought ago help chap lip,Great product,brought ago help chap lip great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7783,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,sooth protect dri chap awesom,awesome,sooth protect dri chap awesom awesom carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3818,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great product packag classic fav balm,Gotta Have One,great product packag classic fav balm got ta one carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7964,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,one stapl carmex carri time,The Go To,one stapl carmex carri time go carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,pick sunday lip fire instant relief,Covers great,pick sunday lip fire instant relief cover great carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7003,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,dri lip camex lip crack,cracked lips,dri lip camex lip crack crack lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,give smooth bee stung plump lip chap lip,plump lips,give smooth bee stung plump lip chap lip plump lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use carmex year product like,chapped Lips Doctor,use carmex year product like chap lip doctor carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3612,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive fan year husband love product,Great product,ive fan year husband love product great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.891,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought week ago lip never felt good,Great product,bought week ago lip never felt good great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6908,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex user forev buy anyth el,My lips love this stuff,carmex user forev buy anyth el lip love stuff carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,never use son love,Great Stuff,never use son love great stuff carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.1857,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use year love work,Love it,use year love work love carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8555,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use year sooth love,It works!,use year sooth love work carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,wife becom gourgeoi wear lip balm,Great product,wife becom gourgeoi wear lip balm great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6249,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product work extrem well heal chap lip quickli,Super easy to Carry around,product work extrem well heal chap lip quickli super easi carri around carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7184,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmax product alway buy chapstick,Love soft lips,love carmax product alway buy chapstick love soft lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8555,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best lip balm ever scotland curler buy carmex season,Scottish curlers love Carmex!,best lip balm ever scotland curler buy carmex season scottish curler love carmex carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8555,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,buy carmex everi month love moistur lip,Best Product Ever!,buy carmex everi month love moistur lip best product ever carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8555,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love origin explor flavor,the original jar,love origin explor flavor origin jar carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive tri lip soother best,Love the feeling,ive tri lip soother best love feel carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8555,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,best fit perfectli pocket love,The best!,best fit perfectli pocket love best carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9442,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,ive use year work,The original!,ive use year work origin carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love love carmex product huge fan year,Great products,love love carmex product huge fan year great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9524,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,tri dri lip lasr winter great,good for chapped lips,tri dri lip lasr winter great good chap lip carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7906,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex jar alway use kid,Makes lip so soft!,love carmex jar alway use kid make lip soft carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,bought new littl jar great special use,neet,bought new littl jar great special use neet carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7783,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use year hasnt chang still great,LOVE IT! ! !,use year hasnt chang still great love carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2278,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,like tast smell good product work price right,Mrs,like tast smell good product work price right mr carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6597,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,weather chang quickli washington use carmex,Been using for years,weather chang quickli washington use carmex use year carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,favorit lip balm moistur,Very Moisturizing,favorit lip balm moistur moistur carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great dri lip even use cuticl,great product,great dri lip even use cuticl great product carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carri pocket time work great,works great,carri pocket time work great work great carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8481,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,usual buy one think best one,best one,usual buy one think best one best one carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8555,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,carmex work everi time chap lip go,Love me some carmex,carmex work everi time chap lip go love carmex carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,great winter cold weather easi appli,Great for relief in cold weather,great winter cold weather easi appli great relief cold weather carmex lip balm origin jar pk carmex,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9062,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love becau put easili,Great and easy to put on,love becau put easili great easi put carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8519,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,love carmex work like champ reliev problem,carmex good,love carmex work like champ reliev problem carmex good carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.875,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,chap lip cold sore stuff realli work,really works,chap lip cold sore stuff realli work realli work carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.3612,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use year help bulki notic,soothing,use year help bulki notic sooth carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4019,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,keep desk lip need sooth,HANDY TO HAVE AROUND!,keep desk lip need sooth handi around carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,use daili ive use sinc love,My help for my lips.,use daili ive use sinc love help lip carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7845,1,1
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,lip wouldnt abl surviv winter without,GREAT PRODUCT,lip wouldnt abl surviv winter without great product carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.5096,1,0
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,product amaz lip never look good,Good Stuff,product amaz lip never look good good stuff carmex lip balm origin jar pk carmex,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5875,1,0
