brand,name,reviews.rating,reviews.text,reviews.title,combined_text
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I never live home without it. Always have one close by.,the only lip balm I use,never live home without alway one close lip balm use carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Works very well. Love how my lips feel . Great product.,Sexy lips,work well love lip feel great product sexi lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I always have a jar or tube on me! I need it daily!,Great relief,alway jar tube need daili great relief carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Love the fresh feeling and smell of it on my lips!!,Refreshimg,love fresh feel smell lip refreshimg carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,Just wish you would have spf in the original jar style.,My favorite!,wish would spf origin jar style favorit carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,the most fabulous balm for chapped lips and cold sores,love lip balm,fabul balm chap lip cold sore love lip balm carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,This stuff keeps my lips nice ands soft and protected,A little messy but worth it,stuff keep lip nice and soft protect littl messi worth carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Immediately repairs chapped lips! Use it all the time!,Works great for chapped lips!,immedi repair chap lip use time work great chap lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I use the carmex Jar daily at home and work, LOVE IT.",carmex Jar,use carmex jar daili home work love carmex jar carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"This is the the lip balm I buy, it gives me soft lips!",Smooth lips,lip balm buy give soft lip smooth lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"Been using since HS, 30 yrs ago. Never lets me dry up!",Never Chapped,use sinc h yr ago never let dri never chap carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,This is a great product. Carmex original lip balm jar.,Carwax is great,great product carmex origin lip balm jar carwax great carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Have tried others....keep coming back to the best!,Creamiest,tri otherskeep come back best creamiest carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,Would buy this again and recommend this to friends.,Great product.,would buy recommend friend great product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Grew up using this product. Always works great!!!!,Classic favorite,grew use product alway work great classic favorit carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I bought this and it makes my chapped lips feel good.,Love that it helps my lips,bought make chap lip feel good love help lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"I always use this it makes my lips soooooo soft,and kissable!",SOFT LIPS!,alway use make lip soooooo softand kissabl soft lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I make sure I Always have have two jars on hand at all times.,It's magical,make sure alway two jar hand time magic carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",4.0,"I use when my lip start to get dry, helps to keep them moist",No cracks,use lip start get dri help keep moist crack carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Heavy glass easy to find and feels great on the lips.,Love the jar,heavi glass easi find feel great lip love jar carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,Use it on occasion works fine. Keeps lips from getting too dry.,Good for chapped lips,use occas work fine keep lip get dri good chap lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I'm always putting lip balm on. This is great for the purse.,convenient works well,im alway put lip balm great purs conveni work well carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I bought this a while ago. I love it. Its very moisturizing.,Works great!,bought ago love moistur work great carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",3.0,Use this while skiing and it protects from chapping and cracking,Works well,use ski protect chap crack work well carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I always have it on hand to keep my lips healthy and smooth.,Tells me what I need to know,alway hand keep lip healthi smooth tell need know carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used this product for years and am not happy if I am out.,I always get this because my lips are always dry.,use product year happi alway get lip alway dri carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"This stuff is a life saver, I stock up on this during the winter",The best relief,stuff life saver stock winter best relief carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have one in every bag because I can't live without this stuff!,Love it!,one everi bag cant live without stuff love carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I love carmex and use it at home in the jar. Great for home use.,For your home.,love carmex use home jar great home use home carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I keep this around all the time b/c it helps my lips stay moist.,Feels great on my lips.,keep around time bc help lip stay moist feel great lip carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have used this product for years. Best thing on the market!!!!,Amazing product!,use product year best thing market amaz product carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,"love all of the Carmex products, no matter how it is applied",really healing,love carmex product matter appli realli heal carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have tried everything on the market and this is the best,Mr,tri everyth market best mr carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,It's the only thing bf needs all winter (construction) long!,Winter Necessity,thing bf need winter construct long winter necess carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,Such a rich and creamy lip balm. It goes on smooth and silky.,Great Lip Balm,rich creami lip balm goe smooth silki great lip balm carmex lip balm origin jar pk carmex
Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",5.0,I have been using Carmex for years and it never fails me.,Works great and price is right!,use carmex year never fail work great price right carmex lip balm origin jar pk carmex
